crop_path,label,game,src_image,x1,y1,x2,y2,frame_idx,player_id,role_name,left2right
dataset_v1/crops/game_48_H1__frame_066119__i737__f66119__p108.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066119.jpg,416,646,469,730,66119,108,Right Central Back,0
dataset_v1/crops/game_48_H1__frame_066119__i738__f66119__p109.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066119.jpg,1506,670,1533,762,66119,109,Right Back,0
dataset_v1/crops/game_48_H1__frame_066119__i739__f66119__p110.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066119.jpg,753,277,774,332,66119,110,Left Back,0
dataset_v1/crops/game_48_H1__frame_066119__i740__f66119__p200.jpg,goalkeeper,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066119.jpg,1704,407,1732,470,66119,200,Goalkeeper,1
dataset_v1/crops/game_48_H1__frame_066119__i741__f66119__p201.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066119.jpg,1193,450,1219,520,66119,201,Left Central Back,1
dataset_v1/crops/game_48_H1__frame_066119__i742__f66119__p202.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066119.jpg,1030,450,1056,517,66119,202,Right Midfielder,1
dataset_v1/crops/game_48_H1__frame_066119__i743__f66119__p203.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066119.jpg,943,560,969,639,66119,203,Attacking Midfielder,1
dataset_v1/crops/game_48_H1__frame_066119__i744__f66119__p204.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066119.jpg,832,292,858,348,66119,204,Right Winger,1
dataset_v1/crops/game_48_H1__frame_066119__i745__f66119__p205.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066119.jpg,1325,528,1347,607,66119,205,Left Back,1
dataset_v1/crops/game_48_H1__frame_066119__i746__f66119__p206.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066119.jpg,596,397,624,455,66119,206,Left Winger,1
dataset_v1/crops/game_48_H1__frame_066119__i747__f66119__p207.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066119.jpg,867,353,897,405,66119,207,Right Back,1
dataset_v1/crops/game_48_H1__frame_066119__i748__f66119__p208.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066119.jpg,160,486,186,560,66119,208,Central Forward,1
dataset_v1/crops/game_48_H1__frame_066119__i749__f66119__p209.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066119.jpg,1059,390,1081,451,66119,209,Right Central Back,1
dataset_v1/crops/game_48_H1__frame_066119__i750__f66119__p210.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066119.jpg,780,393,804,450,66119,210,Left Midfielder,1
dataset_v1/crops/game_48_H1__frame_066723__i751__f66723__p101.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,1046,713,1092,803,66723,101,Right Winger,0
dataset_v1/crops/game_48_H1__frame_066723__i752__f66723__p102.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,1165,503,1198,575,66723,102,Left Winger,0
dataset_v1/crops/game_48_H1__frame_066723__i753__f66723__p103.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,1892,578,1913,654,66723,103,Central Forward,0
dataset_v1/crops/game_48_H1__frame_066723__i754__f66723__p104.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,479,412,523,479,66723,104,Defensive Midfielder,0
dataset_v1/crops/game_48_H1__frame_066723__i755__f66723__p105.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,581,752,638,841,66723,105,Right Midfielder,0
dataset_v1/crops/game_48_H1__frame_066723__i756__f66723__p106.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,588,331,614,391,66723,106,Left Central Back,0
dataset_v1/crops/game_48_H1__frame_066723__i757__f66723__p107.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,748,533,777,608,66723,107,Left Midfielder,0
dataset_v1/crops/game_48_H1__frame_066723__i758__f66723__p108.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,620,673,677,762,66723,108,Right Central Back,0
dataset_v1/crops/game_48_H1__frame_066723__i759__f66723__p109.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,756,772,796,866,66723,109,Right Back,0
dataset_v1/crops/game_48_H1__frame_066723__i760__f66723__p110.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,969,258,991,314,66723,110,Left Back,0
dataset_v1/crops/game_48_H1__frame_066723__i761__f66723__p201.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,1881,521,1906,600,66723,201,Left Central Back,1
dataset_v1/crops/game_48_H1__frame_066723__i762__f66723__p202.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,1691,775,1756,878,66723,202,Right Midfielder,1
dataset_v1/crops/game_48_H1__frame_066723__i763__f66723__p203.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,638,685,695,774,66723,203,Attacking Midfielder,1
dataset_v1/crops/game_48_H1__frame_066723__i765__f66723__p205.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,816,774,861,850,66723,205,Left Back,1
dataset_v1/crops/game_48_H1__frame_066723__i766__f66723__p206.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,890,376,912,444,66723,206,Left Winger,1
dataset_v1/crops/game_48_H1__frame_066723__i767__f66723__p207.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,1412,255,1436,307,66723,207,Right Back,1
dataset_v1/crops/game_48_H1__frame_066723__i768__f66723__p208.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,700,280,721,337,66723,208,Central Forward,1
dataset_v1/crops/game_48_H1__frame_066723__i769__f66723__p209.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,1650,416,1700,492,66723,209,Right Central Back,1
dataset_v1/crops/game_48_H1__frame_066723__i770__f66723__p210.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_066723.jpg,1514,347,1542,406,66723,210,Left Midfielder,1
dataset_v1/crops/game_48_H1__frame_067186__i771__f67186__p101.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,1077,498,1107,574,67186,101,Right Winger,0
dataset_v1/crops/game_48_H1__frame_067186__i772__f67186__p102.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,759,373,785,435,67186,102,Left Winger,0
dataset_v1/crops/game_48_H1__frame_067186__i773__f67186__p103.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,1150,468,1179,549,67186,103,Central Forward,0
dataset_v1/crops/game_48_H1__frame_067186__i774__f67186__p105.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,391,565,426,651,67186,105,Right Midfielder,0
dataset_v1/crops/game_48_H1__frame_067186__i775__f67186__p106.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,234,311,275,364,67186,106,Left Central Back,0
dataset_v1/crops/game_48_H1__frame_067186__i776__f67186__p107.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,406,419,437,490,67186,107,Left Midfielder,0
dataset_v1/crops/game_48_H1__frame_067186__i777__f67186__p108.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,328,657,367,750,67186,108,Right Central Back,0
dataset_v1/crops/game_48_H1__frame_067186__i778__f67186__p109.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,1414,694,1446,789,67186,109,Right Back,0
dataset_v1/crops/game_48_H1__frame_067186__i779__f67186__p110.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,596,253,627,306,67186,110,Left Back,0
dataset_v1/crops/game_48_H1__frame_067186__i780__f67186__p200.jpg,goalkeeper,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,1532,381,1561,448,67186,200,Goalkeeper,1
dataset_v1/crops/game_48_H1__frame_067186__i781__f67186__p201.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,1225,454,1258,527,67186,201,Left Central Back,1
dataset_v1/crops/game_48_H1__frame_067186__i782__f67186__p202.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,938,449,967,524,67186,202,Right Midfielder,1
dataset_v1/crops/game_48_H1__frame_067186__i783__f67186__p203.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,1172,581,1198,667,67186,203,Attacking Midfielder,1
dataset_v1/crops/game_48_H1__frame_067186__i784__f67186__p204.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,706,280,735,339,67186,204,Right Winger,1
dataset_v1/crops/game_48_H1__frame_067186__i785__f67186__p205.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,1305,511,1333,591,67186,205,Left Back,1
dataset_v1/crops/game_48_H1__frame_067186__i786__f67186__p206.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,542,428,565,505,67186,206,Left Winger,1
dataset_v1/crops/game_48_H1__frame_067186__i787__f67186__p207.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,901,351,931,418,67186,207,Right Back,1
dataset_v1/crops/game_48_H1__frame_067186__i788__f67186__p209.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,1010,386,1037,454,67186,209,Right Central Back,1
dataset_v1/crops/game_48_H1__frame_067186__i789__f67186__p210.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_067186.jpg,653,360,692,422,67186,210,Left Midfielder,1
dataset_v1/crops/game_48_H1__frame_074992__i790__f74992__p100.jpg,goalkeeper,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,25,451,58,514,74992,100,Goalkeeper,0
dataset_v1/crops/game_48_H1__frame_074992__i791__f74992__p102.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,1093,572,1119,641,74992,102,Left Winger,0
dataset_v1/crops/game_48_H1__frame_074992__i792__f74992__p103.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,1700,698,1732,784,74992,103,Central Forward,0
dataset_v1/crops/game_48_H1__frame_074992__i793__f74992__p104.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,384,609,415,688,74992,104,Defensive Midfielder,0
dataset_v1/crops/game_48_H1__frame_074992__i794__f74992__p105.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,592,678,631,757,74992,105,Right Midfielder,0
dataset_v1/crops/game_48_H1__frame_074992__i795__f74992__p106.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,611,525,640,593,74992,106,Left Central Back,0
dataset_v1/crops/game_48_H1__frame_074992__i796__f74992__p107.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,878,604,910,679,74992,107,Left Midfielder,0
dataset_v1/crops/game_48_H1__frame_074992__i797__f74992__p108.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,295,713,332,798,74992,108,Right Central Back,0
dataset_v1/crops/game_48_H1__frame_074992__i798__f74992__p109.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,563,851,598,938,74992,109,Right Back,0
dataset_v1/crops/game_48_H1__frame_074992__i799__f74992__p110.jpg,team_right,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,960,449,999,512,74992,110,Left Back,0
dataset_v1/crops/game_48_H1__frame_074992__i800__f74992__p201.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,1768,748,1816,825,74992,201,Left Central Back,1
dataset_v1/crops/game_48_H1__frame_074992__i801__f74992__p202.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,1192,732,1221,823,74992,202,Right Midfielder,1
dataset_v1/crops/game_48_H1__frame_074992__i802__f74992__p204.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,899,526,933,598,74992,204,Right Winger,1
dataset_v1/crops/game_48_H1__frame_074992__i803__f74992__p205.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,841,789,874,875,74992,205,Left Back,1
dataset_v1/crops/game_48_H1__frame_074992__i804__f74992__p206.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,586,783,620,858,74992,206,Left Winger,1
dataset_v1/crops/game_48_H1__frame_074992__i805__f74992__p207.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,1495,546,1522,613,74992,207,Right Back,1
dataset_v1/crops/game_48_H1__frame_074992__i806__f74992__p208.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,383,608,429,731,74992,208,Central Forward,1
dataset_v1/crops/game_48_H1__frame_074992__i807__f74992__p209.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,1877,653,1912,737,74992,209,Right Central Back,1
dataset_v1/crops/game_48_H1__frame_074992__i808__f74992__p210.jpg,team_left,game_48_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H1/images/frame_074992.jpg,995,645,1019,722,74992,210,Left Midfielder,1
dataset_v1/crops/game_48_H2__frame_076490__i0__f76490__p103.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,406,397,438,480,76490,103,Central Forward,1
dataset_v1/crops/game_48_H2__frame_076490__i1__f76490__p104.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,1877,399,1920,487,76490,104,Defensive Midfielder,1
dataset_v1/crops/game_48_H2__frame_076490__i2__f76490__p105.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,1242,317,1284,394,76490,105,Right Midfielder,1
dataset_v1/crops/game_48_H2__frame_076490__i3__f76490__p106.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,1616,541,1653,641,76490,106,Left Central Back,1
dataset_v1/crops/game_48_H2__frame_076490__i4__f76490__p107.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,964,500,1025,588,76490,107,Left Midfielder,1
dataset_v1/crops/game_48_H2__frame_076490__i5__f76490__p108.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,545,261,585,331,76490,108,Right Central Back,1
dataset_v1/crops/game_48_H2__frame_076490__i6__f76490__p109.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,756,220,781,284,76490,109,Right Back,1
dataset_v1/crops/game_48_H2__frame_076490__i7__f76490__p110.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,231,731,303,835,76490,110,Left Back,1
dataset_v1/crops/game_48_H2__frame_076490__i8__f76490__p201.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,274,337,327,413,76490,201,Left Central Back,0
dataset_v1/crops/game_48_H2__frame_076490__i9__f76490__p202.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,513,320,547,392,76490,202,Right Midfielder,0
dataset_v1/crops/game_48_H2__frame_076490__i10__f76490__p203.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,622,279,656,352,76490,203,Attacking Midfielder,0
dataset_v1/crops/game_48_H2__frame_076490__i11__f76490__p205.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,595,243,636,304,76490,205,Left Back,0
dataset_v1/crops/game_48_H2__frame_076490__i12__f76490__p207.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,199,492,240,579,76490,207,Right Back,0
dataset_v1/crops/game_48_H2__frame_076490__i13__f76490__p208.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,1663,379,1694,462,76490,208,Central Forward,0
dataset_v1/crops/game_48_H2__frame_076490__i14__f76490__p209.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_076490.jpg,232,402,279,486,76490,209,Right Central Back,0
dataset_v1/crops/game_48_H2__frame_077825__i15__f77825__p101.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,1133,480,1172,541,77825,101,Right Winger,1
dataset_v1/crops/game_48_H2__frame_077825__i16__f77825__p102.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,1000,575,1043,645,77825,102,Left Winger,1
dataset_v1/crops/game_48_H2__frame_077825__i17__f77825__p103.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,661,495,689,561,77825,103,Central Forward,1
dataset_v1/crops/game_48_H2__frame_077825__i18__f77825__p104.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,1665,467,1708,526,77825,104,Defensive Midfielder,1
dataset_v1/crops/game_48_H2__frame_077825__i19__f77825__p105.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,1355,539,1388,608,77825,105,Right Midfielder,1
dataset_v1/crops/game_48_H2__frame_077825__i20__f77825__p106.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,1669,549,1712,615,77825,106,Left Central Back,1
dataset_v1/crops/game_48_H2__frame_077825__i21__f77825__p107.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,1232,535,1258,606,77825,107,Left Midfielder,1
dataset_v1/crops/game_48_H2__frame_077825__i22__f77825__p108.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,1460,381,1494,437,77825,108,Right Central Back,1
dataset_v1/crops/game_48_H2__frame_077825__i23__f77825__p109.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,891,349,921,401,77825,109,Right Back,1
dataset_v1/crops/game_48_H2__frame_077825__i24__f77825__p110.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,1742,665,1775,749,77825,110,Left Back,1
dataset_v1/crops/game_48_H2__frame_077825__i25__f77825__p201.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,663,455,692,523,77825,201,Left Central Back,0
dataset_v1/crops/game_48_H2__frame_077825__i26__f77825__p202.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,1071,463,1098,532,77825,202,Right Midfielder,0
dataset_v1/crops/game_48_H2__frame_077825__i27__f77825__p203.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,1185,363,1214,417,77825,203,Attacking Midfielder,0
dataset_v1/crops/game_48_H2__frame_077825__i28__f77825__p204.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,1665,681,1705,767,77825,204,Right Winger,0
dataset_v1/crops/game_48_H2__frame_077825__i29__f77825__p205.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,765,366,791,423,77825,205,Left Back,0
dataset_v1/crops/game_48_H2__frame_077825__i30__f77825__p206.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,1386,576,1442,646,77825,206,Left Winger,0
dataset_v1/crops/game_48_H2__frame_077825__i31__f77825__p207.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,907,631,936,706,77825,207,Right Back,0
dataset_v1/crops/game_48_H2__frame_077825__i32__f77825__p208.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,1570,463,1602,522,77825,208,Central Forward,0
dataset_v1/crops/game_48_H2__frame_077825__i33__f77825__p209.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,876,522,912,589,77825,209,Right Central Back,0
dataset_v1/crops/game_48_H2__frame_077825__i34__f77825__p210.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_077825.jpg,1083,546,1117,616,77825,210,Left Midfielder,0
dataset_v1/crops/game_48_H2__frame_078051__i35__f78051__p101.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_078051.jpg,728,291,758,341,78051,101,Right Winger,1
dataset_v1/crops/game_48_H2__frame_078051__i36__f78051__p102.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_078051.jpg,940,513,978,588,78051,102,Left Winger,1
dataset_v1/crops/game_48_H2__frame_078051__i37__f78051__p103.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_078051.jpg,135,422,165,496,78051,103,Central Forward,1
dataset_v1/crops/game_48_H2__frame_078051__i38__f78051__p104.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_078051.jpg,1394,350,1426,413,78051,104,Defensive Midfielder,1
dataset_v1/crops/game_48_H2__frame_078051__i39__f78051__p105.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_078051.jpg,1103,329,1133,384,78051,105,Right Midfielder,1
dataset_v1/crops/game_48_H2__frame_078051__i40__f78051__p106.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_078051.jpg,1401,408,1435,476,78051,106,Left Central Back,1
dataset_v1/crops/game_48_H2__frame_078051__i41__f78051__p107.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_078051.jpg,1005,406,1035,476,78051,107,Left Midfielder,1
dataset_v1/crops/game_48_H2__frame_078051__i42__f78051__p108.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_078051.jpg,1084,275,1119,326,78051,108,Right Central Back,1
dataset_v1/crops/game_48_H2__frame_078051__i43__f78051__p109.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_078051.jpg,839,251,871,299,78051,109,Right Back,1
dataset_v1/crops/game_48_H2__frame_078051__i44__f78051__p110.jpg,team_left,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_078051.jpg,1486,571,1520,656,78051,110,Left Back,1
dataset_v1/crops/game_48_H2__frame_078051__i45__f78051__p201.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_078051.jpg,15,352,40,419,78051,201,Left Central Back,0
dataset_v1/crops/game_48_H2__frame_078051__i46__f78051__p202.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_078051.jpg,378,283,403,343,78051,202,Right Midfielder,0
dataset_v1/crops/game_48_H2__frame_078051__i47__f78051__p203.jpg,team_right,game_48_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_48_H2/images/frame_078051.jpg,789,277,810,333,78051,203,Attacking Midfielder,0
